Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
channa-chatter-bait,,,,,,,,,Pink,,,,,,,,,11.0,shopify,0,deny,manual,9.99,,true,true,,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Pink%20Channa.png,3,,,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Pink%20Channa.png,g,,1.25,
channa-chatter-bait,,,,,,,,,Purple,,,,,,,,,11.0,shopify,0,deny,manual,9.99,,true,true,,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Purple%20Channa.png,4,,,,,,,https://raw.githubusercontent.com/Fischetti22/beavercreek-lures-an/main/Images/Channa%20Chatter/Purple%20Channa.png,g,,1.25,
fluke-flashbang,FLUKE FLASHBANG,<p><br></p>,Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Spinners,Flounder/Bottom Fishing,"bass, fishing, fluke, soft-plastics, saltwater",true,Color,Pink,,Weight,1/4 oz,,,,,FF-PINK-14,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Promo_20Cover.png?v=1776307069,1,FLUKE FLASHBANG - Pink,false,FLUKE FLASHBANG - Beavercreek Lures,New lure coming soon from Beavercreek Lures.,multicolor,metal,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_8be4208d-dd93-4689-9238-b61b4c87f10d.jpg?v=1776307069,g,,6.00,active
fluke-flashbang,,,,,,,,,Pink,,,3/8 oz,,,,,FF-PINK-38,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_8be4208d-dd93-4689-9238-b61b4c87f10d.jpg?v=1776307069,2,FLUKE FLASHBANG - Pink,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_8be4208d-dd93-4689-9238-b61b4c87f10d.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink,,,1/2 oz,,,,,FF-PINK-12,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Blue.jpg?v=1776307069,3,FLUKE FLASHBANG - Pink,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_8be4208d-dd93-4689-9238-b61b4c87f10d.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink,,,5/8 oz,,,,,FF-PINK-58,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_white.png?v=1776136221,4,FLUKE FLASHBANG - Pink,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_8be4208d-dd93-4689-9238-b61b4c87f10d.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink,,,3/4 oz,,,,,FF-PINK-34,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_8be4208d-dd93-4689-9238-b61b4c87f10d.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink,,,1 oz,,,,,FF-PINK-1,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_8be4208d-dd93-4689-9238-b61b4c87f10d.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink,,,1 1/4 oz,,,,,FF-PINK-114,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_8be4208d-dd93-4689-9238-b61b4c87f10d.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink,,,1 3/8 oz,,,,,FF-PINK-138,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_8be4208d-dd93-4689-9238-b61b4c87f10d.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink & Blue,,,1/4 oz,,,,,FF-PINKBLUE-14,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Blue.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink & Blue,,,3/8 oz,,,,,FF-PINKBLUE-38,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Blue.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink & Blue,,,1/2 oz,,,,,FF-PINKBLUE-12,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Blue.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink & Blue,,,5/8 oz,,,,,FF-PINKBLUE-58,28.0,shopify,23,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Blue.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink & Blue,,,3/4 oz,,,,,FF-PINKBLUE-34,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Blue.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink & Blue,,,1 oz,,,,,FF-PINKBLUE-1,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Blue.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink & Blue,,,1 1/4 oz,,,,,FF-PINKBLUE-114,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Blue.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Pink & Blue,,,1 3/8 oz,,,,,FF-PINKBLUE-138,28.0,shopify,0,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Blue.jpg?v=1776307069,g,,6.00,
fluke-flashbang,,,,,,,,,Purple & White,,,1/4 oz,,,,,FF-PURPLEWHITE-14,28.0,shopify,0,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_white.png?v=1776136221,g,,6.00,
fluke-flashbang,,,,,,,,,Purple & White,,,3/8 oz,,,,,FF-PURPLEWHITE-38,28.0,shopify,0,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_white.png?v=1776136221,g,,6.00,
fluke-flashbang,,,,,,,,,Purple & White,,,1/2 oz,,,,,FF-PURPLEWHITE-12,28.0,shopify,0,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_white.png?v=1776136221,g,,6.00,
fluke-flashbang,,,,,,,,,Purple & White,,,5/8 oz,,,,,FF-PURPLEWHITE-58,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_white.png?v=1776136221,g,,6.00,
fluke-flashbang,,,,,,,,,Purple & White,,,3/4 oz,,,,,FF-PURPLEWHITE-34,28.0,shopify,5,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_white.png?v=1776136221,g,,6.00,
fluke-flashbang,,,,,,,,,Purple & White,,,1 oz,,,,,FF-PURPLEWHITE-1,28.0,shopify,5,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_white.png?v=1776136221,g,,6.00,
fluke-flashbang,,,,,,,,,Purple & White,,,1 1/4 oz,,,,,FF-PURPLEWHITE-114,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_white.png?v=1776136221,g,,6.00,
fluke-flashbang,,,,,,,,,Purple & White,,,1 3/8 oz,,,,,FF-PURPLEWHITE-138,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Purple_white.png?v=1776136221,g,,6.00,
kill-switch,KILL SWITCH,<p>Deadly action that triggers predatory instincts. The Kill Switch features erratic movement patterns that mimic wounded prey. Irresistible to bass and snakeheads</p>,Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Plugs,Hollow body-Top Water,"bass, fishing, muskie, pike, topwater, top-water",true,Color,Black,,,,,,,,KS-BLACK-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Black.jpg?v=1776136210,1,KILL SWITCH - Black,false,Kill Switch - Erratic Action Fishing Lure,"Premium fishing lure with deadly erratic action. Perfect for bass, pike, and muskie.",,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Black.jpg?v=1776136210,g,,6.00,active
kill-switch,,,,,,,,,Black & White,,,,,,,,KS-BLACKWHITE-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Black_White_7228beb0-0d9e-4d68-99b2-71a3f0874f1d.jpg?v=1776136211,2,KILL SWITCH - Black,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Black_White_7228beb0-0d9e-4d68-99b2-71a3f0874f1d.jpg?v=1776136211,g,,6.00,
kill-switch,,,,,,,,,White,,,,,,,,KS-WHITE-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/White_86cb9fe5-7f1d-43d8-8dce-571493009a43.jpg?v=1776136210,3,KILL SWITCH - Black,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/White_86cb9fe5-7f1d-43d8-8dce-571493009a43.jpg?v=1776136210,g,,6.00,
meadow-mouse,MEADOW MOUSE,<p>Lifelike movement that fish can't resist. Mimics a swimming mouse with incredible realism. The Meadow Mouse is a proven producer for bass &amp; snakeheads in heavy vegetation.</p>,Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Plugs,Hollow body-Top Water,"bass, fishing, mouse, topwater, top-water",true,Color,America,,,,,,,,MM-AMERICA-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/America.jpg?v=1776136214,1,MEADOW MOUSE - America,false,Meadow Mouse - Realistic Mouse Lure,Ultra-realistic mouse lure for trophy bass. Deadly in heavy cover and lily pads.,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/America.jpg?v=1776136214,g,,6.00,active
meadow-mouse,,,,,,,,,Black & Red,,,,,,,,MM-BLACKRED-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Black_red.jpg?v=1776136213,2,MEADOW MOUSE - America,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Black_red.jpg?v=1776136213,g,,6.00,
meadow-mouse,,,,,,,,,Pink,,,,,,,,MM-PINK-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink.jpg?v=1776136213,3,MEADOW MOUSE - America,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink.jpg?v=1776136213,g,,6.00,
meadow-mouse,,,,,,,,,Red & Black,,,,,,,,MM-REDBLACK-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Red_Black.jpg?v=1776136213,4,MEADOW MOUSE - America,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Red_Black.jpg?v=1776136213,g,,6.00,
meadow-mouse,,,,,,,,,White,,,,,,,,MM-WHITE-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/White_337f6496-2b12-4ac6-bf2b-93e0d32d84e4.jpg?v=1776136213,5,MEADOW MOUSE - America,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/White_337f6496-2b12-4ac6-bf2b-93e0d32d84e4.jpg?v=1776136213,g,,6.00,
meadow-mouse,,,,,,,,,Yellow & Orange,,,,,,,,MM-YELLOWORANGE-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Yellow_orange.jpg?v=1776136213,6,MEADOW MOUSE - America,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Yellow_orange.jpg?v=1776136213,g,,6.00,
riot-toad,RIOT TOAD,"<p>Creates chaos on the water surface. The Riot Toad's aggressive kicking action drives bass and snakeheads crazy. Perfect for fishing over grass, pads, and shallow structure.</p>",Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Plugs,Hollow body-Top Water,"bass, fishing, frog, toad, topwater, top-water",true,Color,Green & White,,Weight,1/4 oz,,,,,RT-GREENWHITE-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Green_white.jpg?v=1776136214,1,RIOT TOAD - Green & White,false,Riot Toad - Aggressive Frog Lure,High-action frog lure that creates surface chaos. Proven bass catcher in heavy cover.,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Green_white.jpg?v=1776136214,g,,6.00,active
riot-toad,,,,,,,,,Green & White,,,3/8 oz,,,,,RT-GREENWHITE-38,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_Green_White.jpg?v=1776136214,2,RIOT TOAD - Green & White,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Green_white.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Green & White,,,1/2 oz,,,,,RT-GREENWHITE-12,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Green_white.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Green & White,,,5/8 oz,,,,,RT-GREENWHITE-58,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Green_white.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Green & White,,,3/4 oz,,,,,RT-GREENWHITE-34,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Green_white.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Green & White,,,1 oz,,,,,RT-GREENWHITE-1,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Green_white.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Green & White,,,1 1/4 oz,,,,,RT-GREENWHITE-114,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Green_white.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Green & White,,,1 3/8 oz,,,,,RT-GREENWHITE-138,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Green_white.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Pink Black Green White,,,1/4 oz,,,,,RT-PINKBLACKGREEN-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_Green_White.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Pink Black Green White,,,3/8 oz,,,,,RT-PINKBLACKGREEN-38,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_Green_White.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Pink Black Green White,,,1/2 oz,,,,,RT-PINKBLACKGREEN-12,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_Green_White.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Pink Black Green White,,,5/8 oz,,,,,RT-PINKBLACKGREEN-58,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_Green_White.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Pink Black Green White,,,3/4 oz,,,,,RT-PINKBLACKGREEN-34,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_Green_White.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Pink Black Green White,,,1 oz,,,,,RT-PINKBLACKGREEN-1,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_Green_White.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Pink Black Green White,,,1 1/4 oz,,,,,RT-PINKBLACKGREEN-114,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_Green_White.jpg?v=1776136214,g,,6.00,
riot-toad,,,,,,,,,Pink Black Green White,,,1 3/8 oz,,,,,RT-PINKBLACKGREEN-138,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Pink_Black_Green_White.jpg?v=1776136214,g,,6.00,
skull-dancer,SKULL DANCER,,Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Plugs,Hollow body-Top Water,"bass, fishing, frog, snakehead, topwater, top-water",true,Color,Blue & Yellow,,,,,,,,SD-BLUEYELLOW-38,28.0,shopify,25,continue,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Blue_yellow_topview.png?v=1776136222,1,SKULL DANCER - Blue & Yellow,false,SKULL DANCER - Beavercreek Lures,New lure coming soon from Beavercreek Lures.,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Blue_yellow.png?v=1776136223,g,,6.00,active
skull-dancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Blue_yellow.png?v=1776136223,2,SKULL DANCER - Blue & Yellow,,,,,,,,,,
skull-dancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Multiple.png?v=1776136222,3,SKULL DANCER - Blue & Yellow,,,,,,,,,,
slip-fang,SLIP FANG,<p>Slithers through cover like a snake. The Slip Fang navigates through the thickest vegetation with ease. Its serpentine action is irresistible to bass and snakeheads.</p>,Beavercreek Lures,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures > Artificial Fishing Plugs,Hollow body-Top Water,"bass, fishing, snake, snakehead, topwater, top-water",true,Color,Blue & Black,,,,,,,,SF-BLUEBLACK-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Blue_Black.jpg?v=1776136220,1,SLIP FANG - Blue & Black,false,Slip Fang - Snake Pattern Lure,Slithers through heavy cover with deadly snake-like action. Trophy bass and snakehead killer.,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Blue_Black.jpg?v=1776136220,g,,6.00,active
slip-fang,,,,,,,,,Orange & Green,,,,,,,,SF-ORANGEGREEN-14,28.0,shopify,25,deny,manual,9.99,14.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Orange_green_951251f6-b380-4b76-860a-5775e81e00f2.jpg?v=1776136220,2,SLIP FANG - Blue & Black,,,,,,https://cdn.shopify.com/s/files/1/0766/6768/3004/files/Orange_green_951251f6-b380-4b76-860a-5775e81e00f2.jpg?v=1776136220,g,,6.00,
